0,1,2,3,4,5,6,7,8,9,10
root vegetables,beverages,,,,,,,,,
misc. beverages,onions,,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
coffee,shopping bags,,,,,,,,,
whole milk,sugar,,,,,,,,,
white wine,whole milk,misc. beverages,,,,,,,,
yogurt,butter milk,,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
hamburger meat,pet care,pastry,,,,,,,,
whole milk,butter,,,,,,,,,
pip fruit,specialty chocolate,liquor (appetizer),soda,,,,,,,
berries,UHT-milk,cream cheese ,,,,,,,,
other vegetables,salty snack,soda,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
whole milk,soda,yogurt,,,,,,,,
rolls/buns,yogurt,chicken,whole milk,,,,,,,
pip fruit,nut snack,napkins,,,,,,,,
citrus fruit,beef,rolls/buns,whole milk,,,,,,,
pastry,margarine,,,,,,,,,
butter,sweet spreads,sliced cheese,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
yogurt,newspapers,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
chicken,sausage,domestic eggs,pasta,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
tropical fruit,onions,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
chocolate marshmallow,newspapers,,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
pip fruit,pastry,,,,,,,,,
nuts/prunes,cream cheese ,,,,,,,,,
sausage,bottled beer,,,,,,,,,
sugar,UHT-milk,margarine,,,,,,,,
zwieback,bottled water,,,,,,,,,
whole milk,soda,soda,,,,,,,,
bottled water,potato products,bottled water,,,,,,,,
bottled beer,pip fruit,,,,,,,,,
root vegetables,shopping bags,,,,,,,,,
chicken,chicken,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
soda,whole milk,,,,,,,,,
coffee,sliced cheese,whipped/sour cream,butter milk,,,,,,,
specialty chocolate,shopping bags,,,,,,,,,
other vegetables,frankfurter,rolls/buns,coffee,ice cream,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
sausage,whole milk,prosecco,honey,other vegetables,waffles,shopping bags,artif. sweetener,,,
soda,rice,sweet spreads,,,,,,,,
UHT-milk,beverages,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
whole milk,flower (seeds),,,,,,,,,
UHT-milk,ice cream,specialty bar,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
citrus fruit,tropical fruit,,,,,,,,,
root vegetables,coffee,shopping bags,specialty bar,,,,,,,
citrus fruit,other vegetables,fruit/vegetable juice,specialty bar,canned beer,,,,,,
shopping bags,newspapers,,,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
pip fruit,pastry,,,,,,,,,
napkins,frozen vegetables,,,,,,,,,
yogurt,canned fish,pasta,,,,,,,,
other vegetables,dessert,,,,,,,,,
UHT-milk,other vegetables,,,,,,,,,
soda,bottled water,,,,,,,,,
pork,chicken,other vegetables,curd,hard cheese,,,,,,
citrus fruit,root vegetables,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
specialty fat,other vegetables,white wine,,,,,,,,
soda,cereals,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
tropical fruit,pastry,,,,,,,,,
citrus fruit,butter,,,,,,,,,
butter,whole milk,,,,,,,,,
other vegetables,soda,,,,,,,,,
bottled water,soda,,,,,,,,,
cat food,pip fruit,white bread,,,,,,,,
root vegetables,white wine,bottled water,red/blush wine,,,,,,,
yogurt,yogurt,,,,,,,,,
canned vegetables,brown bread,salty snack,,,,,,,,
other vegetables,beverages,,,,,,,,,
sausage,whole milk,,,,,,,,,
hamburger meat,soda,pastry,newspapers,,,,,,,
chewing gum,instant coffee,,,,,,,,,
frozen vegetables,butter,,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
specialty bar,curd,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
curd,soda,shopping bags,,,,,,,,
rolls/buns,citrus fruit,snack products,,,,,,,,
whole milk,whole milk,whole milk,yogurt,root vegetables,white bread,shopping bags,other vegetables,,,
whole milk,root vegetables,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
whole milk,white bread,,,,,,,,,
pip fruit,canned beer,,,,,,,,,
butter,frankfurter,root vegetables,butter milk,vinegar,,,,,,
frankfurter,rolls/buns,,,,,,,,,
berries,canned fish,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
tropical fruit,whipped/sour cream,,,,,,,,,
sausage,whole milk,pastry,rolls/buns,coffee,bottled beer,chocolate,rolls/buns,,,
brown bread,chocolate,,,,,,,,,
tropical fruit,frozen fish,bottled water,,,,,,,,
shopping bags,pickled vegetables,,,,,,,,,
photo/film,grapes,,,,,,,,,
root vegetables,curd,,,,,,,,,
pastry,bottled water,,,,,,,,,
organic sausage,yogurt,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
tropical fruit,chocolate marshmallow,napkins,bottled water,,,,,,,
root vegetables,instant coffee,,,,,,,,,
packaged fruit/vegetables,whole milk,photo/film,oil,,,,,,,
whole milk,pot plants,,,,,,,,,
soda,sausage,whole milk,beverages,shopping bags,,,,,,
pastry,pickled vegetables,,,,,,,,,
rolls/buns,yogurt,fruit/vegetable juice,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
pasta,pot plants,liquor,,,,,,,,
turkey,onions,,,,,,,,,
canned beer,beverages,,,,,,,,,
hamburger meat,coffee,,,,,,,,,
herbs,newspapers,,,,,,,,,
beef,butter,yogurt,,,,,,,,
tropical fruit,root vegetables,pip fruit,butter milk,waffles,bottled beer,,,,,
rolls/buns,beef,,,,,,,,,
brown bread,packaged fruit/vegetables,,,,,,,,,
pip fruit,root vegetables,root vegetables,beverages,,,,,,,
hamburger meat,root vegetables,,,,,,,,,
canned beer,dessert,,,,,,,,,
other vegetables,canned beer,,,,,,,,,
candy,frozen vegetables,,,,,,,,,
pork,grapes,,,,,,,,,
tropical fruit,other vegetables,pastry,tropical fruit,long life bakery product,bottled water,UHT-milk,fruit/vegetable juice,,,
soda,tropical fruit,,,,,,,,,
onions,curd,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
pip fruit,shopping bags,,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
canned beer,onions,,,,,,,,,
whole milk,other vegetables,soda,long life bakery product,,,,,,,
sausage,yogurt,dishes,,,,,,,,
frozen vegetables,soft cheese,,,,,,,,,
photo/film,liquor (appetizer),,,,,,,,,
sausage,ice cream,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
onions,canned beer,,,,,,,,,
other vegetables,pip fruit,,,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,,
ice cream,citrus fruit,soda,,,,,,,,
sausage,frankfurter,grapes,sausage,dog food,misc. beverages,napkins,artif. sweetener,,,
whole milk,whipped/sour cream,soda,,,,,,,,
curd cheese,UHT-milk,,,,,,,,,
whole milk,rolls/buns,other vegetables,white bread,,,,,,,
butter milk,hygiene articles,,,,,,,,,
chewing gum,beef,domestic eggs,,,,,,,,
sausage,processed cheese,,,,,,,,,
curd,dessert,,,,,,,,,
root vegetables,coffee,domestic eggs,soda,,,,,,,
house keeping products,newspapers,,,,,,,,,
other vegetables,rum,bottled water,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
specialty bar,candy,,,,,,,,,
napkins,white bread,,,,,,,,,
whole milk,bottled water,honey,,,,,,,,
root vegetables,soups,,,,,,,,,
hamburger meat,chewing gum,,,,,,,,,
cream cheese ,chocolate marshmallow,spread cheese,pastry,,,,,,,
pip fruit,pork,,,,,,,,,
other vegetables,chocolate,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
whole milk,tropical fruit,rolls/buns,soap,,,,,,,
newspapers,shopping bags,,,,,,,,,
turkey,seasonal products,,,,,,,,,
canned beer,yogurt,cream cheese ,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
yogurt,other vegetables,soft cheese,salt,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,bottled water,,,,,,,,,
specialty bar,yogurt,,,,,,,,,
rolls/buns,pip fruit,,,,,,,,,
rolls/buns,napkins,newspapers,,,,,,,,
bottled water,whole milk,rolls/buns,,,,,,,,
beef,pasta,,,,,,,,,
newspapers,red/blush wine,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
ice cream,rolls/buns,bottled beer,canned beer,,,,,,,
frozen vegetables,pastry,,,,,,,,,
pork,white bread,,,,,,,,,
sausage,root vegetables,,,,,,,,,
ice cream,whole milk,,,,,,,,,
UHT-milk,specialty cheese,,,,,,,,,
newspapers,rolls/buns,,,,,,,,,
sausage,sauces,,,,,,,,,
white wine,specialty bar,,,,,,,,,
tropical fruit,specialty chocolate,,,,,,,,,
newspapers,other vegetables,,,,,,,,,
soda,whole milk,,,,,,,,,
frozen meals,bottled water,,,,,,,,,
sausage,whole milk,,,,,,,,,
tropical fruit,margarine,,,,,,,,,
other vegetables,butter,,,,,,,,,
dessert,meat,,,,,,,,,
seasonal products,white bread,specialty chocolate,soda,,,,,,,
citrus fruit,frankfurter,yogurt,ice cream,,,,,,,
bottled water,mustard,,,,,,,,,
finished products,butter milk,fruit/vegetable juice,brown bread,pot plants,,,,,,
sausage,fruit/vegetable juice,chewing gum,,,,,,,,
root vegetables,pastry,other vegetables,rolls/buns,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
margarine,sausage,sausage,pork,citrus fruit,yogurt,frozen meals,other vegetables,,,
tropical fruit,rolls/buns,,,,,,,,,
meat,other vegetables,pasta,,,,,,,,
oil,yogurt,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
dessert,fruit/vegetable juice,,,,,,,,,
frankfurter,soda,whipped/sour cream,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
chicken,sugar,,,,,,,,,
berries,other vegetables,,,,,,,,,
citrus fruit,chocolate,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
tropical fruit,grapes,chocolate marshmallow,yogurt,red/blush wine,brown bread,,,,,
UHT-milk,frozen vegetables,frozen meals,,,,,,,,
pork,whole milk,,,,,,,,,
cream,shopping bags,,,,,,,,,
rolls/buns,newspapers,cereals,,,,,,,,
soda,salty snack,butter milk,baking powder,,,,,,,
soda,liver loaf,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,
citrus fruit,newspapers,,,,,,,,,
beef,mayonnaise,,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
hamburger meat,whole milk,pet care,meat,other vegetables,rolls/buns,grapes,oil,,,
sausage,other vegetables,,,,,,,,,
soda,canned beer,other vegetables,whole milk,,,,,,,
whole milk,specialty bar,,,,,,,,,
other vegetables,curd,,,,,,,,,
tidbits,whole milk,frozen vegetables,,,,,,,,
yogurt,margarine,,,,,,,,,
pastry,mustard,,,,,,,,,
sausage,curd,whole milk,condensed milk,,,,,,,
chocolate,dish cleaner,domestic eggs,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
turkey,root vegetables,frozen meals,soda,spread cheese,,,,,,
tropical fruit,cake bar,soda,cat food,,,,,,,
pastry,other vegetables,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
citrus fruit,berries,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
ham,pastry,,,,,,,,,
citrus fruit,cream cheese ,,,,,,,,,
chocolate,waffles,,,,,,,,,
yogurt,root vegetables,waffles,,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
specialty chocolate,sugar,domestic eggs,,,,,,,,
rolls/buns,detergent,,,,,,,,,
hamburger meat,tidbits,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
pip fruit,frozen meals,whole milk,rolls/buns,,,,,,,
chicken,whole milk,,,,,,,,,
other vegetables,cream cheese ,yogurt,yogurt,whole milk,waffles,curd,fruit/vegetable juice,,,
tropical fruit,condensed milk,,,,,,,,,
shopping bags,white wine,,,,,,,,,
curd,hygiene articles,,,,,,,,,
cream cheese ,shopping bags,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
yogurt,pastry,,,,,,,,,
beef,butter,,,,,,,,,
yogurt,soda,frozen vegetables,,,,,,,,
root vegetables,dishes,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
sausage,curd,meat spreads,,,,,,,,
soda,specialty bar,tidbits,,,,,,,,
soups,bottled water,,,,,,,,,
newspapers,soda,,,,,,,,,
whole milk,yogurt,oil,,,,,,,,
pastry,brown bread,,,,,,,,,
soda,rolls/buns,,,,,,,,,
newspapers,margarine,bottled beer,coffee,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
rolls/buns,processed cheese,,,,,,,,,
canned beer,yogurt,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
frozen vegetables,misc. beverages,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
soda,seasonal products,,,,,,,,,
citrus fruit,beverages,pip fruit,other vegetables,,,,,,,
beef,pork,,,,,,,,,
meat spreads,domestic eggs,sugar,,,,,,,,
beef,pastry,candy,,,,,,,,
whole milk,red/blush wine,,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
soda,flour,,,,,,,,,
root vegetables,bottled water,,,,,,,,,
bottled water,UHT-milk,,,,,,,,,
pastry,baking powder,butter,margarine,curd,dishes,,,,,
waffles,spread cheese,,,,,,,,,
whipped/sour cream,sparkling wine,bottled beer,,,,,,,,
sausage,other vegetables,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
citrus fruit,soda,,,,,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
butter,semi-finished bread,,,,,,,,,
hamburger meat,butter milk,,,,,,,,,
pork,coffee,,,,,,,,,
pip fruit,whole milk,whole milk,,,,,,,,
tropical fruit,whole milk,whole milk,potato products,,,,,,,
citrus fruit,soda,whipped/sour cream,,,,,,,,
chocolate,domestic eggs,,,,,,,,,
brown bread,brown bread,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
meat,soda,,,,,,,,,
long life bakery product,waffles,,,,,,,,,
whipped/sour cream,margarine,,,,,,,,,
sausage,bottled water,,,,,,,,,
pork,tea,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
detergent,root vegetables,fruit/vegetable juice,brown bread,,,,,,,
bottled water,processed cheese,,,,,,,,,
shopping bags,hard cheese,yogurt,,,,,,,,
finished products,newspapers,whipped/sour cream,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
sweet spreads,butter,,,,,,,,,
whole milk,pip fruit,pip fruit,fruit/vegetable juice,,,,,,,
tropical fruit,sugar,,,,,,,,,
bottled water,root vegetables,,,,,,,,,
coffee,napkins,,,,,,,,,
whole milk,dessert,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
specialty chocolate,frankfurter,citrus fruit,candy,brown bread,,,,,,
fruit/vegetable juice,hamburger meat,soft cheese,specialty chocolate,bottled water,,,,,,
rum,rolls/buns,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
canned fish,yogurt,napkins,,,,,,,,
bottled water,whipped/sour cream,,,,,,,,,
flour,ready soups,,,,,,,,,
detergent,newspapers,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
berries,other vegetables,,,,,,,,,
candy,spread cheese,,,,,,,,,
meat,cling film/bags,curd,,,,,,,,
newspapers,hard cheese,,,,,,,,,
beef,butter,brown bread,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
sausage,beverages,,,,,,,,,
liquor (appetizer),hygiene articles,,,,,,,,,
brown bread,sparkling wine,,,,,,,,,
rolls/buns,chicken,shopping bags,hard cheese,,,,,,,
curd,specialty bar,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
yogurt,soda,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
other vegetables,dog food,,,,,,,,,
sausage,sausage,domestic eggs,dish cleaner,rolls/buns,other vegetables,soda,,,,
citrus fruit,ice cream,butter,shopping bags,,,,,,,
sparkling wine,chocolate,,,,,,,,,
chicken,abrasive cleaner,,,,,,,,,
other vegetables,pip fruit,dessert,red/blush wine,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
beverages,waffles,,,,,,,,,
other vegetables,coffee,,,,,,,,,
curd,spices,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
tropical fruit,coffee,softener,soda,,,,,,,
whole milk,canned beer,specialty bar,sugar,detergent,,,,,,
sausage,yogurt,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pip fruit,white wine,,,,,,,,,
onions,bottled beer,,,,,,,,,
hard cheese,soda,,,,,,,,,
soft cheese,spices,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,Instant food products,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
shopping bags,dessert,other vegetables,bottled water,margarine,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
spread cheese,tropical fruit,domestic eggs,bottled water,,,,,,,
butter,frozen vegetables,,,,,,,,,
cat food,newspapers,fruit/vegetable juice,,,,,,,,
sausage,rolls/buns,,,,,,,,,
whole milk,brandy,,,,,,,,,
newspapers,shopping bags,,,,,,,,,
whole milk,oil,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
curd,butter,,,,,,,,,
finished products,cocoa drinks,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
canned beer,liquor,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
pip fruit,dessert,hard cheese,,,,,,,,
berries,cream cheese ,,,,,,,,,
tea,soda,,,,,,,,,
root vegetables,grapes,white bread,dishes,,,,,,,
chicken,beef,pork,beef,newspapers,dessert,margarine,brown bread,newspapers,,
UHT-milk,soft cheese,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
soda,whole milk,,,,,,,,,
whole milk,pastry,,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
chicken,root vegetables,,,,,,,,,
whole milk,spread cheese,,,,,,,,,
canned vegetables,root vegetables,cake bar,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
brown bread,misc. beverages,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
sausage,newspapers,,,,,,,,,
pork,brown bread,,,,,,,,,
whole milk,dish cleaner,frozen fish,newspapers,,,,,,,
other vegetables,bottled water,,,,,,,,,
frankfurter,chicken,white bread,whipped/sour cream,specialty fat,soft cheese,,,,,
long life bakery product,butter milk,,,,,,,,,
butter,mustard,,,,,,,,,
oil,UHT-milk,,,,,,,,,
white bread,salty snack,,,,,,,,,
sausage,specialty cheese,,,,,,,,,
pork,turkey,pot plants,whole milk,soda,dishes,,,,,
yogurt,detergent,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
processed cheese,root vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,frozen dessert,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
flower (seeds),margarine,,,,,,,,,
butter,soda,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
pastry,curd,,,,,,,,,
root vegetables,cling film/bags,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
whole milk,other vegetables,newspapers,,,,,,,,
bottled water,margarine,,,,,,,,,
white bread,pot plants,,,,,,,,,
whipped/sour cream,frankfurter,rolls/buns,citrus fruit,candy,bottled beer,yogurt,whole milk,,,
whole milk,waffles,dessert,,,,,,,,
pastry,bottled water,,,,,,,,,
pastry,coffee,newspapers,,,,,,,,
frankfurter,bottled water,shopping bags,finished products,yogurt,newspapers,tropical fruit,liquor (appetizer),dog food,,
ice cream,butter,,,,,,,,,
soft cheese,yogurt,hard cheese,coffee,roll products ,,,,,,
sausage,beef,,,,,,,,,
beef,canned beer,,,,,,,,,
UHT-milk,soda,,,,,,,,,
whole milk,rolls/buns,yogurt,,,,,,,,
whole milk,flour,whole milk,margarine,,,,,,,
salty snack,citrus fruit,yogurt,berries,,,,,,,
dishes,pastry,,,,,,,,,
processed cheese,rolls/buns,canned fish,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
soda,other vegetables,,,,,,,,,
salt,seasonal products,,,,,,,,,
bags,other vegetables,,,,,,,,,
sliced cheese,shopping bags,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,other vegetables,mayonnaise,seasonal products,,,,,,,
specialty chocolate,yogurt,hard cheese,pastry,,,,,,,
root vegetables,fruit/vegetable juice,,,,,,,,,
root vegetables,hard cheese,,,,,,,,,
cake bar,white bread,newspapers,,,,,,,,
chewing gum,ice cream,,,,,,,,,
brown bread,ketchup,soda,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
ham,cake bar,whole milk,,,,,,,,
red/blush wine,bottled water,,,,,,,,,
salty snack,pastry,oil,,,,,,,,
sausage,soda,,,,,,,,,
pasta,hygiene articles,,,,,,,,,
tidbits,other vegetables,,,,,,,,,
sausage,bottled water,,,,,,,,,
whole milk,butter,,,,,,,,,
soda,shopping bags,,,,,,,,,
shopping bags,white wine,soda,,,,,,,,
photo/film,vinegar,,,,,,,,,
beef,sausage,pet care,yogurt,newspapers,soda,,,,,
bottled beer,fruit/vegetable juice,fruit/vegetable juice,,,,,,,,
canned beer,ice cream,,,,,,,,,
other vegetables,rolls/buns,soda,,,,,,,,
processed cheese,roll products ,,,,,,,,,
white wine,canned vegetables,,,,,,,,,
whole milk,white bread,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
tropical fruit,skin care,,,,,,,,,
misc. beverages,soft cheese,,,,,,,,,
soda,whole milk,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
whole milk,newspapers,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
tropical fruit,newspapers,bottled water,,,,,,,,
whipped/sour cream,soft cheese,,,,,,,,,
white bread,bottled water,,,,,,,,,
cat food,butter,,,,,,,,,
soda,salty snack,candy,,,,,,,,
other vegetables,margarine,,,,,,,,,
bottled beer,ice cream,,,,,,,,,
root vegetables,dessert,,,,,,,,,
butter,fruit/vegetable juice,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
bottled water,roll products ,butter,coffee,rum,,,,,,
soda,whole milk,,,,,,,,,
specialty bar,specialty chocolate,,,,,,,,,
artif. sweetener,whole milk,,,,,,,,,
canned beer,bottled water,,,,,,,,,
pastry,soda,pastry,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
sausage,ice cream,rolls/buns,,,,,,,,
turkey,sugar,,,,,,,,,
yogurt,domestic eggs,,,,,,,,,
soda,chocolate,,,,,,,,,
bottled water,coffee,,,,,,,,,
chicken,sliced cheese,,,,,,,,,
ice cream,coffee,,,,,,,,,
canned beer,canned beer,,,,,,,,,
canned beer,photo/film,,,,,,,,,
long life bakery product,bottled water,,,,,,,,,
liver loaf,onions,,,,,,,,,
domestic eggs,newspapers,,,,,,,,,
specialty chocolate,baking powder,soda,,,,,,,,
berries,frozen vegetables,,,,,,,,,
sausage,yogurt,,,,,,,,,
canned beer,berries,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
curd,rolls/buns,candy,,,,,,,,
beef,candy,,,,,,,,,
whole milk,pastry,,,,,,,,,
whole milk,whole milk,,,,,,,,,
coffee,bottled water,,,,,,,,,
other vegetables,bottled water,,,,,,,,,
other vegetables,abrasive cleaner,bottled beer,,,,,,,,
frankfurter,mustard,,,,,,,,,
frankfurter,frankfurter,hard cheese,frozen potato products,bottled water,shopping bags,,,,,
sugar,fruit/vegetable juice,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
ham,yogurt,,,,,,,,,
chicken,canned beer,,,,,,,,,
tropical fruit,frozen fruits,,,,,,,,,
sausage,long life bakery product,,,,,,,,,
photo/film,brown bread,,,,,,,,,
other vegetables,pot plants,yogurt,salty snack,,,,,,,
pip fruit,sauces,,,,,,,,,
canned beer,hygiene articles,pork,soft cheese,bottled beer,rolls/buns,chocolate marshmallow,,,,
tropical fruit,fish,,,,,,,,,
yogurt,curd,,,,,,,,,
